employee_id,first_name,last_name,age,gender,blood_group,email,phone,city,state,region,pincode,department,position,shift,education,experience_years,salary,bonus,tax_deduction,net_salary,emp_status,join_date,last_promotion,performance_score,attendance_pct,leaves_taken,order_id,order_date,product_name,category,quantity,unit_price,discount_pct,revenue,tax_amount,net_revenue,order_status,payment_mode,delivery_days,customer_rating,return_flag,customer_id,customer_segment,sales_target,sales_achieved,target_achieved,manager_id,team_size,training_hours,certifications
EMP0446,Anvi,Lall,43,Male,B-,yashodatella@example.com,+91 8308659087,Ahmedabad,Gujarat,Central,535117,Sales,Executive,Morning,M.Sc,1,184932,29453.69,18493.2,166438.8,Inactive,23-02-2016,04-07-2021,1.38,88,16,ORD00446,22-04-2024,Keyboard,Electronics,2,38691,0.07,71965.26,12953.75,59011.51,Returned,Credit Card,10,2,No,CUST2497,Regular,308254,143656,Yes,EMP0052,11,28,0
EMP0447,Ishanvi,Balay,27,Other,AB+,ckalla@example.com,+91 6111458911,Kolkata,West Bengal,South,509420,Analytics,Analyst,Morning,M.Tech,2,34111,3417.52,3411.1,30699.9,Resigned,03-04-2016,31-01-2024,1.51,87.92,29,ORD00447,14-01-2023,Mouse,Accessories,13,12992,0.14,145250.56,26145.1,119105.46,Cancelled,UPI,8,4,No,CUST5647,Premium,429992,506020,No,EMP0001,20,87,3
EMP0448,Ekaja,Pillai,44,Male,O+,zanand@example.org,+91 6678993084,Kolkata,West Bengal,East,518407,IT,Senior Manager,General,M.Com,19,121444,14767.84,12144.4,109299.6,Active,30-07-2021,13-10-2021,4.03,82.22,5,ORD00448,11-06-2023,Laptop,Accessories,3,41293,0.18,101580.78,18284.54,83296.24,Returned,Cash,9,2,Yes,CUST4934,VIP,194189,205736,No,EMP0054,3,11,4
EMP0449,Dev,Swamy,55,Female,B-,rattanchatresh@example.com,+91 9524661188,Chennai,Tamil Nadu,West,628259,Support,Analyst,Morning,M.Tech,4,102056,16528.12,10205.6,91850.4,Resigned,02-10-2023,06-02-2021,4.76,98.32,27,ORD00449,26-02-2023,Laptop,Storage,12,3285,0.23,30353.4,5463.61,24889.79,Pending,UPI,7,4,Yes,CUST1446,VIP,130736,389089,No,EMP0010,11,95,3
EMP0450,Zilmil,Mander,38,Male,AB+,lavanya62@example.com,+91 6621179377,Mumbai,Maharashtra,West,622546,Operations,Manager,Evening,M.Com,6,71008,12405.72,7100.8,63907.2,On Leave,29-05-2023,24-03-2021,1.46,79.12,17,ORD00450,06-01-2023,Mouse,Storage,2,56833,0.15,96616.1,17390.9,79225.2,Cancelled,Debit Card,6,3,No,CUST8813,Regular,263624,54180,Yes,EMP0030,12,78,1
EMP0451,Bimala,Ratti,50,Other,A-,mittalqabil@example.org,+91 8406837202,Chennai,Tamil Nadu,Central,495304,Sales,Analyst,General,MCA,11,51863,7127.78,5186.3,46676.7,Inactive,09-07-2019,09-05-2024,3.82,88.71,20,ORD00451,06-03-2024,Speaker,Storage,2,67005,0.11,119268.9,21468.4,97800.5,Returned,Net Banking,14,3,No,CUST2468,New,126116,310632,No,EMP0075,13,81,9
EMP0452,Matthew,Sundaram,28,Male,B+,vasanaprasad@example.net,+91 7216345156,Bangalore,Karnataka,South,516930,Finance,Director,Evening,M.Sc,10,63517,7027,6351.7,57165.3,Active,29-07-2019,28-06-2024,3.8,99.7,15,ORD00452,08-06-2023,Laptop,Networking,17,41079,0.17,579624.69,104332.44,475292.25,Delivered,Net Banking,13,4,Yes,CUST8241,Regular,442836,143197,No,EMP0072,8,66,9
EMP0453,Jacob,Kapoor,45,Female,A+,indira59@example.com,+91 8537519919,Bangalore,Karnataka,North,474688,HR,Intern,Night,B.Tech,19,110400,14615.62,11040,99360,Inactive,22-07-2019,24-04-2024,4.05,86.34,4,ORD00453,20-03-2024,Camera,Peripherals,5,74051,0.23,285096.35,51317.34,233779.01,Delivered,Cash,7,5,No,CUST6647,VIP,380486,68170,Yes,EMP0002,18,61,6
EMP0454,Chaitanya,Sanghvi,55,Male,O+,vidhimannan@example.com,+91 9681396928,Mumbai,Maharashtra,South,526144,Operations,Director,Night,B.Tech,6,63198,11261.6,6319.8,56878.2,Inactive,13-05-2020,04-04-2022,1,90.03,16,ORD00454,20-03-2024,Speaker,Storage,11,16253,0.08,164480.36,29606.46,134873.9,Cancelled,Net Banking,2,1,Yes,CUST7343,Regular,89351,72579,Yes,EMP0079,11,3,0
EMP0455,Ryan,Shan,25,Other,O-,eiravatikarpe@example.com,+91 6586552040,Mumbai,Maharashtra,West,492898,Finance,Senior Manager,General,M.Sc,16,123354,17768.73,12335.4,111018.6,Active,09-03-2023,25-01-2023,1.88,78.39,0,ORD00455,22-05-2024,Phone,Networking,10,79999,0.02,783990.2,141118.24,642871.96,Cancelled,Cash,5,4,No,CUST1953,VIP,123259,410644,No,EMP0098,14,85,2
EMP0456,Nimrat,Jain,23,Male,A-,pahal78@example.org,+91 8124411597,Kochi,Kerala,West,674717,Marketing,Director,Morning,BCA,11,60964,4862.85,6096.4,54867.6,Resigned,08-08-2017,02-07-2021,4.75,98.63,10,ORD00456,02-01-2024,Printer,Accessories,16,50893,0.28,586287.36,105531.72,480755.64,Pending,UPI,15,4,Yes,CUST8654,Premium,293403,35579,Yes,EMP0022,4,10,9
EMP0457,Anika,Uppal,29,Female,B+,logannagi@example.com,+91 9632305451,Delhi,Delhi,Central,700645,HR,Executive,General,M.Tech,12,25121,1973.46,2512.1,22608.9,Resigned,01-11-2015,29-09-2024,3.18,79.21,18,ORD00457,20-02-2023,Headphones,Accessories,8,67778,0.29,384979.04,69296.23,315682.81,Returned,UPI,1,2,No,CUST5817,Premium,478585,79553,No,EMP0036,10,6,3
EMP0458,Rachit,Sachar,28,Female,AB-,pillaisamar@example.com,+91 7300412115,Ahmedabad,Gujarat,North,407347,Support,Manager,Morning,B.Com,8,78710,14493.65,7871,70839,Inactive,24-02-2016,10-07-2024,1.77,85.58,13,ORD00458,25-06-2023,Printer,Storage,18,14692,0.28,190408.32,34273.5,156134.82,Returned,UPI,12,4,No,CUST4831,VIP,483236,151440,Yes,EMP0015,17,22,8
EMP0459,Charles,Sani,43,Other,AB+,ishanvi76@example.com,+91 9830944708,Pune,Maharashtra,North,637803,HR,Lead,Morning,M.Sc,0,132066,23657.72,13206.6,118859.4,Resigned,24-08-2017,10-04-2023,3.07,94.23,27,ORD00459,16-01-2023,Speaker,Peripherals,15,3503,0.15,44663.25,8039.38,36623.87,Delivered,Net Banking,9,2,Yes,CUST3800,Regular,167392,359868,No,EMP0042,6,11,6
EMP0460,Aayush,Thaker,50,Male,B+,narangoscar@example.com,+91 6712696696,Pune,Maharashtra,South,571647,Marketing,Intern,General,B.Tech,10,28888,3860.27,2888.8,25999.2,On Leave,21-08-2017,31-05-2023,3.49,86.26,25,ORD00460,13-07-2024,Keyboard,Electronics,13,75136,0.05,927929.6,167027.33,760902.27,Pending,Debit Card,15,1,No,CUST1555,Regular,397243,471326,No,EMP0093,20,91,4
EMP0461,Aarush,Raman,30,Male,A-,chaitaly71@example.org,+91 8472351517,Jaipur,Rajasthan,West,728238,Finance,Lead,Morning,B.Com,20,101511,6471.31,10151.1,91359.9,Inactive,21-08-2017,20-01-2024,2.61,81.71,6,ORD00461,06-07-2024,Speaker,Accessories,11,67635,0.17,617507.55,111151.36,506356.19,Delivered,Cash,8,3,No,CUST2277,Premium,427177,359157,No,EMP0064,20,68,7
EMP0462,Aashi,Mangal,49,Male,AB-,dvasa@example.org,+91 6948822987,Kolkata,West Bengal,Central,566856,Analytics,Analyst,General,MBA,4,167075,25454.01,16707.5,150367.5,Inactive,19-02-2019,17-04-2021,3.78,96.49,21,ORD00462,05-01-2024,Tablet,Networking,5,42458,0.15,180446.5,32480.37,147966.13,Cancelled,EMI,10,3,No,CUST1627,Premium,402851,95444,Yes,EMP0036,18,22,5
EMP0463,Yashica,Merchant,33,Female,O+,charles19@example.com,+91 7785370712,Pune,Maharashtra,South,732371,Support,Manager,Night,M.Sc,8,95339,16641.07,9533.9,85805.1,Inactive,07-03-2017,24-01-2024,4.84,97.71,29,ORD00463,16-04-2023,Printer,Peripherals,19,52151,0.06,931416.86,167655.03,763761.83,Cancelled,Debit Card,5,1,No,CUST4057,New,428756,548720,No,EMP0023,11,49,2
EMP0464,Yashica,Kala,36,Other,A-,golladavid@example.net,+91 9496459225,Kochi,Kerala,East,413452,HR,Lead,Night,M.Sc,12,70051,13480.37,7005.1,63045.9,On Leave,06-03-2015,03-06-2024,2.28,84.63,21,ORD00464,22-10-2023,Mouse,Peripherals,17,49003,0.03,808059.47,145450.7,662608.77,Pending,Credit Card,4,3,Yes,CUST9393,Premium,486415,89347,No,EMP0077,16,21,0
EMP0465,Rushil,Patla,37,Female,A-,chandreshganguly@example.com,+91 8415304275,Bangalore,Karnataka,West,456372,Finance,Executive,Night,BCA,10,161719,10686.93,16171.9,145547.1,Inactive,08-02-2019,22-06-2024,4.54,94.53,15,ORD00465,21-06-2024,Laptop,Electronics,3,48239,0.06,136033.98,24486.12,111547.86,Pending,Net Banking,8,3,Yes,CUST1263,New,493864,108478,Yes,EMP0037,3,4,5
EMP0466,Nilima,Rao,55,Other,B+,buchprisha@example.net,+91 9107222559,Delhi,Delhi,East,589260,Marketing,Manager,Evening,M.Com,12,144703,18669.21,14470.3,130232.7,On Leave,06-07-2019,30-11-2021,4.56,98.06,17,ORD00466,14-03-2024,Speaker,Networking,17,62482,0.17,881621.02,158691.78,722929.24,Delivered,UPI,14,5,No,CUST8369,VIP,196558,186578,Yes,EMP0018,16,90,5
EMP0467,Pooja,Sagar,43,Male,O+,kyadav@example.com,+91 6189096814,Jaipur,Rajasthan,West,574218,Support,Analyst,Evening,B.Tech,8,113417,20684.26,11341.7,102075.3,Active,30-09-2016,21-09-2022,2.49,76.89,20,ORD00467,26-08-2023,Mouse,Electronics,11,38253,0.05,399743.85,71953.89,327789.96,Pending,Debit Card,11,1,No,CUST6199,Premium,159232,32920,No,EMP0044,16,4,8
EMP0468,Ryan,Baral,49,Other,AB+,wpradhan@example.org,+91 9729678179,Bangalore,Karnataka,Central,775776,IT,Lead,Evening,B.Com,20,191046,37151.63,19104.6,171941.4,Inactive,29-09-2019,09-07-2023,4.6,93.66,23,ORD00468,27-10-2023,Phone,Networking,10,40249,0.09,366265.9,65927.86,300338.04,Pending,EMI,1,2,No,CUST9442,Regular,243375,180949,Yes,EMP0009,17,27,2
EMP0469,Luke,Narang,34,Other,A+,upadhriti79@example.net,+91 8770087764,Jaipur,Rajasthan,North,430924,Marketing,Intern,Morning,M.Tech,4,52750,6748.76,5275,47475,Resigned,10-12-2017,30-09-2023,1.64,91.53,14,ORD00469,20-12-2023,Tablet,Electronics,7,19271,0.26,99823.78,17968.28,81855.5,Returned,Debit Card,13,4,No,CUST9498,Premium,398733,269089,Yes,EMP0024,12,61,7
EMP0470,Rajata,Chakrabarti,39,Male,O-,meeraramakrishnan@example.org,+91 7764229062,Pune,Maharashtra,North,667873,Analytics,Lead,General,M.Com,11,93246,8034.39,9324.6,83921.4,Active,27-05-2019,19-04-2021,3.2,75.45,14,ORD00470,04-05-2023,Tablet,Networking,13,20784,0.26,199942.08,35989.57,163952.51,Pending,Credit Card,8,2,No,CUST8256,Regular,345952,373616,Yes,EMP0004,11,23,2
EMP0471,George,Ratti,35,Other,A-,lvarkey@example.com,+91 8353695196,Delhi,Delhi,Central,688703,Support,Manager,Evening,MBA,18,176164,17398.9,17616.4,158547.6,On Leave,17-11-2022,16-05-2022,4.16,95.67,17,ORD00471,28-07-2023,Tablet,Peripherals,4,56480,0.24,171699.2,30905.86,140793.34,Returned,UPI,5,4,Yes,CUST9013,VIP,436460,419892,No,EMP0029,6,50,4
EMP0472,Darsh,Bajaj,43,Other,A-,falguni10@example.net,+91 7579776538,Bangalore,Karnataka,Central,705274,Finance,Lead,Morning,MBA,18,30127,4086.92,3012.7,27114.3,Resigned,14-10-2015,28-11-2021,1.22,77.39,28,ORD00472,02-09-2024,Keyboard,Networking,19,65789,0.18,1024992.62,184498.67,840493.95,Returned,Net Banking,12,1,No,CUST9033,New,122496,333866,Yes,EMP0017,5,3,10
EMP0473,Imaran,Mani,47,Male,O+,itaneja@example.com,+91 9751310272,Mumbai,Maharashtra,West,671908,Sales,Lead,Night,BCA,11,60315,9288.39,6031.5,54283.5,On Leave,26-06-2022,20-11-2023,2.43,77.1,17,ORD00473,08-02-2024,Camera,Electronics,7,23210,0.01,160845.3,28952.15,131893.15,Delivered,Debit Card,1,3,No,CUST4871,VIP,388379,72996,No,EMP0015,15,8,5
EMP0474,Nitara,Kunda,27,Other,O-,epalla@example.net,+91 6199294339,Delhi,Delhi,East,504249,Sales,Lead,Night,M.Com,18,80063,6319.19,8006.3,72056.7,Inactive,21-01-2015,26-03-2024,2.66,84.1,6,ORD00474,04-12-2024,Tablet,Storage,19,22451,0.23,328458.13,59122.46,269335.67,Cancelled,Credit Card,10,1,No,CUST7517,Premium,382026,109131,Yes,EMP0015,7,20,1
EMP0475,Kashvi,Karnik,30,Female,AB+,soodaishani@example.org,+91 6239052227,Ahmedabad,Gujarat,South,421942,Sales,Senior Analyst,Morning,B.Com,14,132508,9328.3,13250.8,119257.2,On Leave,03-06-2022,20-12-2023,4.04,97.97,6,ORD00475,29-09-2024,Phone,Accessories,20,12196,0.03,236602.4,42588.43,194013.97,Delivered,UPI,10,2,No,CUST7230,New,159262,311096,Yes,EMP0085,6,58,10
EMP0476,Maanas,Wadhwa,31,Other,AB+,hamsini72@example.com,+91 7462018091,Hyderabad,Telangana,North,702215,Finance,Executive,Evening,MBA,3,161575,22531.39,16157.5,145417.5,Resigned,11-06-2016,05-02-2021,4.36,87.74,22,ORD00476,11-01-2024,Tablet,Peripherals,4,12309,0.09,44804.76,8064.86,36739.9,Cancelled,Credit Card,13,1,No,CUST6656,Regular,458535,394149,No,EMP0003,4,29,7
EMP0477,Naksh,Tak,34,Female,O+,nimrat65@example.org,+91 7327646801,Mumbai,Maharashtra,North,535977,Support,Senior Analyst,Evening,B.Tech,8,62192,4423.52,6219.2,55972.8,Resigned,09-08-2015,16-05-2023,1.49,88.43,15,ORD00477,25-08-2023,Mouse,Storage,18,43313,0.16,654892.56,117880.66,537011.9,Cancelled,UPI,1,2,Yes,CUST8259,Premium,276084,253450,Yes,EMP0053,8,16,2
EMP0478,Abhimanyu,Bhatnagar,28,Other,A+,lipika95@example.com,+91 7852908844,Hyderabad,Telangana,East,416978,Operations,Senior Manager,Morning,M.Tech,20,164210,8625.79,16421,147789,On Leave,20-07-2019,14-10-2023,3.26,93.05,14,ORD00478,13-01-2024,Mouse,Networking,9,21287,0.25,143687.25,25863.7,117823.55,Shipped,Cash,2,3,No,CUST6702,New,199444,252911,Yes,EMP0032,9,61,1
EMP0479,Utkarsh,Divan,49,Male,A-,vsaini@example.org,+91 6322500199,Delhi,Delhi,North,786234,Sales,Intern,Evening,M.Tech,14,90824,10662.63,9082.4,81741.6,On Leave,25-07-2023,04-07-2021,2.96,82.71,1,ORD00479,11-07-2024,Phone,Electronics,2,73237,0.02,143544.52,25838.01,117706.51,Returned,Credit Card,13,3,No,CUST2759,Regular,360770,45981,Yes,EMP0044,2,59,1
EMP0480,Rachana,Bahl,48,Male,O-,nishasibal@example.net,+91 6151323124,Bangalore,Karnataka,East,589331,Analytics,Director,General,MCA,1,158264,12649.12,15826.4,142437.6,Resigned,17-12-2016,22-08-2021,3.82,70.74,18,ORD00480,21-03-2024,Phone,Accessories,8,7562,0.14,52026.56,9364.78,42661.78,Shipped,Cash,14,5,No,CUST8320,VIP,418788,255173,No,EMP0064,1,26,1
EMP0481,Vanya,Dhingra,34,Female,O+,hegdebhavani@example.com,+91 9522650625,Jaipur,Rajasthan,West,478073,HR,Senior Analyst,Night,M.Tech,10,26433,3401.73,2643.3,23789.7,Inactive,05-11-2022,31-08-2023,1.08,71.73,8,ORD00481,17-02-2024,Speaker,Networking,13,21023,0.25,204974.25,36895.36,168078.89,Cancelled,Credit Card,5,3,Yes,CUST2111,Premium,76517,264320,No,EMP0086,15,15,4
EMP0482,Agastya,Dhar,38,Other,O+,raghav64@example.com,+91 6438279112,Chennai,Tamil Nadu,South,750072,HR,Senior Analyst,Night,MBA,20,30150,1698.79,3015,27135,Active,12-08-2021,02-09-2022,3.59,87.94,15,ORD00482,09-02-2024,Camera,Storage,18,9405,0.25,126967.5,22854.15,104113.35,Returned,Net Banking,11,2,Yes,CUST4254,VIP,359496,260171,Yes,EMP0054,13,77,8
EMP0483,Libni,Natt,46,Male,AB-,inazareth@example.net,+91 9713125807,Hyderabad,Telangana,East,530150,Marketing,Senior Manager,Evening,B.Sc,13,51753,5979.23,5175.3,46577.7,Inactive,07-04-2023,11-11-2024,4.87,90.09,19,ORD00483,24-10-2023,Tablet,Storage,7,64064,0.09,408087.68,73455.78,334631.9,Returned,Credit Card,10,4,Yes,CUST2097,New,136582,493169,No,EMP0085,5,3,3
EMP0484,Advika,Bains,51,Male,A+,vkothari@example.com,+91 8202089278,Ahmedabad,Gujarat,Central,443876,IT,Senior Manager,Night,M.Com,16,38364,5344.91,3836.4,34527.6,Resigned,23-08-2016,18-08-2021,1.33,83.33,0,ORD00484,04-07-2024,Phone,Storage,3,54336,0.02,159747.84,28754.61,130993.23,Returned,UPI,15,5,Yes,CUST2156,VIP,186333,189443,Yes,EMP0021,4,57,5
EMP0485,Reyansh,Nayak,50,Male,O+,ktripathi@example.net,+91 6549669742,Jaipur,Rajasthan,West,567876,Operations,Lead,Morning,MBA,7,159517,28125.69,15951.7,143565.3,Resigned,26-04-2021,24-06-2021,2.2,82.1,24,ORD00485,25-10-2024,Printer,Electronics,1,71160,0.05,67602,12168.36,55433.64,Pending,Cash,15,4,No,CUST3709,VIP,343438,503857,Yes,EMP0060,13,74,10
EMP0486,Nidra,Zacharia,25,Male,O+,dhaliwalyachana@example.org,+91 6948381236,Ahmedabad,Gujarat,Central,622047,Finance,Senior Analyst,Night,M.Sc,20,199216,11276.26,19921.6,179294.4,Inactive,26-12-2016,26-09-2023,2.14,96.81,22,ORD00486,20-07-2024,Laptop,Storage,19,46983,0.07,830189.61,149434.13,680755.48,Pending,UPI,12,4,No,CUST2753,VIP,354629,448310,No,EMP0024,10,81,0
EMP0487,Rachit,Pant,40,Other,AB+,lmohanty@example.net,+91 6385233820,Kochi,Kerala,West,668278,Support,Director,Evening,M.Tech,20,135528,15801.48,13552.8,121975.2,Inactive,16-04-2021,24-11-2022,1.41,74.27,29,ORD00487,31-12-2023,Headphones,Storage,18,33091,0.22,464597.64,83627.58,380970.06,Pending,EMI,7,3,No,CUST1005,Regular,189417,310295,No,EMP0069,17,29,9
EMP0488,Nikita,Wason,38,Other,A-,nagibhavani@example.com,+91 9123681194,Chennai,Tamil Nadu,Central,433245,Support,Senior Analyst,Night,M.Tech,4,139270,11443.51,13927,125343,Active,30-07-2021,24-05-2022,2.43,92.66,19,ORD00488,17-10-2024,Printer,Accessories,5,69602,0.13,302768.7,54498.37,248270.33,Pending,EMI,7,1,No,CUST4495,VIP,427337,243716,Yes,EMP0044,6,31,0
EMP0489,Madhavi,Vyas,54,Female,O+,somanyug@example.net,+91 8632137816,Hyderabad,Telangana,South,537459,Marketing,Senior Analyst,Morning,M.Sc,17,109205,10667.42,10920.5,98284.5,Active,02-03-2017,28-11-2024,2.16,70.85,18,ORD00489,02-03-2024,Headphones,Networking,11,3374,0.27,27093.22,4876.78,22216.44,Delivered,Net Banking,13,4,Yes,CUST9450,Regular,417103,165629,Yes,EMP0070,18,93,0
EMP0490,Girik,Chad,31,Other,A-,gautambahl@example.com,+91 7450520909,Kolkata,West Bengal,Central,496840,Marketing,Intern,General,MCA,17,146038,19260.55,14603.8,131434.2,Inactive,02-11-2022,06-04-2024,2.58,88.56,14,ORD00490,16-11-2023,Keyboard,Storage,3,58545,0.08,161584.2,29085.16,132499.04,Cancelled,Cash,5,1,No,CUST6575,New,214393,451306,Yes,EMP0015,4,78,2
EMP0491,Abhimanyu,Kothari,52,Male,AB-,pnarang@example.net,+91 6553636760,Kochi,Kerala,North,519049,Operations,Intern,Evening,M.Sc,1,72338,7028.23,7233.8,65104.2,Resigned,15-12-2022,19-08-2024,1.5,85.44,8,ORD00491,02-12-2023,Monitor,Peripherals,13,6331,0.11,73249.67,13184.94,60064.73,Returned,Credit Card,7,4,Yes,CUST1805,Premium,361488,373966,No,EMP0018,10,67,9
EMP0492,Rachit,Ahluwalia,40,Female,AB-,fitankakar@example.net,+91 9153689612,Hyderabad,Telangana,East,628486,Support,Director,Evening,B.Tech,1,71904,12441.46,7190.4,64713.6,On Leave,13-07-2018,18-05-2023,4.46,84.7,14,ORD00492,15-12-2023,Headphones,Storage,9,73474,0.18,542238.12,97602.86,444635.26,Delivered,Cash,8,3,No,CUST4616,Regular,459604,295510,Yes,EMP0055,5,31,5
EMP0493,Dayamai,Dutt,30,Female,O-,kalefrado@example.org,+91 8345781771,Hyderabad,Telangana,North,404800,IT,Intern,Evening,MBA,12,131020,8878.2,13102,117918,Inactive,19-04-2018,06-01-2022,4.85,93.95,13,ORD00493,04-05-2024,Headphones,Networking,11,38404,0.02,413995.12,74519.12,339476,Shipped,Net Banking,3,3,Yes,CUST7392,Premium,104345,71452,Yes,EMP0036,4,11,5
EMP0494,Harinakshi,Kale,55,Female,AB+,zilmil66@example.net,+91 9863395059,Jaipur,Rajasthan,West,692987,Support,Manager,Evening,M.Tech,17,90850,6898.55,9085,81765,On Leave,24-12-2019,28-01-2021,4.72,78.2,4,ORD00494,23-02-2024,Laptop,Peripherals,1,70866,0,70866,12755.88,58110.12,Pending,EMI,13,4,Yes,CUST3412,Premium,136310,58034,Yes,EMP0068,9,29,7
EMP0495,Nikita,Solanki,44,Other,B+,gokhalezaid@example.net,+91 8384248553,Pune,Maharashtra,Central,491660,Support,Director,Evening,M.Tech,13,84762,12778.92,8476.2,76285.8,Inactive,24-08-2020,27-10-2022,4.51,80.86,24,ORD00495,02-10-2023,Camera,Electronics,2,60950,0.17,101177,18211.86,82965.14,Delivered,EMI,7,3,No,CUST7019,New,391944,274959,No,EMP0095,5,25,1
EMP0496,Ladli,Nagy,31,Other,A-,sathvik99@example.com,+91 9570715914,Mumbai,Maharashtra,West,508150,Analytics,Senior Manager,Night,MBA,6,61685,7611.48,6168.5,55516.5,Active,23-02-2017,11-02-2024,3.16,90.55,26,ORD00496,16-03-2023,Keyboard,Networking,18,64889,0.2,934401.6,168192.29,766209.31,Shipped,EMI,1,5,Yes,CUST2102,VIP,179466,463429,Yes,EMP0033,11,91,10
EMP0497,Xavier,Nagarajan,36,Male,O-,bhallagautam@example.net,+91 7428117986,Bangalore,Karnataka,North,418750,Operations,Senior Analyst,Morning,M.Sc,12,33703,3912.29,3370.3,30332.7,On Leave,07-10-2020,18-05-2021,4.37,80.36,5,ORD00497,13-10-2023,Camera,Peripherals,17,19482,0.08,304698.48,54845.73,249852.75,Shipped,EMI,6,3,No,CUST8004,Premium,482984,308783,Yes,EMP0069,12,88,1
EMP0498,Advika,Agate,35,Other,O-,choudhuryidika@example.org,+91 7791113267,Ahmedabad,Gujarat,Central,464661,Analytics,Manager,General,M.Com,19,183011,23219.31,18301.1,164709.9,On Leave,16-01-2021,02-03-2023,4.22,87.04,13,ORD00498,23-08-2024,Camera,Storage,4,2540,0.19,8229.6,1481.33,6748.27,Returned,Debit Card,15,5,Yes,CUST6014,New,302308,333444,Yes,EMP0062,4,35,7
EMP0499,Yuvraj,Butala,36,Female,O+,veerbaral@example.com,+91 7387547650,Delhi,Delhi,South,506815,Sales,Senior Manager,General,MBA,12,91530,11735.93,9153,82377,Inactive,15-05-2021,31-07-2021,1.6,73.38,20,ORD00499,06-11-2024,Phone,Storage,20,71337,0.22,1112857.2,200314.3,912542.9,Cancelled,Credit Card,7,2,No,CUST3824,Premium,423130,333077,Yes,EMP0022,5,15,0
EMP0500,Joshua,Karpe,36,Female,AB-,keya66@example.org,+91 9507380254,Mumbai,Maharashtra,North,423755,IT,Analyst,General,M.Sc,5,28906,1972.99,2890.6,26015.4,Active,25-04-2018,23-01-2022,2.49,93.91,9,ORD00500,05-03-2023,Laptop,Accessories,1,8761,0.21,6921.19,1245.81,5675.38,Returned,UPI,15,3,No,CUST2393,Premium,462178,283015,No,EMP0054,18,82,2
EMP0501,Hiral,Lall,48,Male,AB-,ksha@example.com,+91 9295828423,Bangalore,Karnataka,North,594017,Operations,Director,Night,M.Sc,9,107539,12434.76,10753.9,96785.1,Active,19-09-2018,10-02-2021,4.61,71.38,13,ORD00501,15-11-2024,Phone,Networking,2,978,0.06,1838.64,330.96,1507.68,Cancelled,UPI,2,1,Yes,CUST7438,New,206809,484821,Yes,EMP0091,3,90,3
EMP0502,Adya,Sem,42,Other,AB-,leenadora@example.com,+91 6661344438,Hyderabad,Telangana,Central,407887,Marketing,Executive,Evening,M.Sc,14,25415,2870.71,2541.5,22873.5,Inactive,20-04-2018,09-02-2024,1.56,86.03,18,ORD00502,01-08-2024,Headphones,Storage,20,78026,0.08,1435678.4,258422.11,1177256.29,Cancelled,Debit Card,7,5,No,CUST1252,Regular,333081,257252,Yes,EMP0061,17,87,10
EMP0503,Sudiksha,Raman,45,Female,A-,hthaker@example.org,+91 9504859260,Ahmedabad,Gujarat,North,763443,Sales,Senior Manager,Evening,B.Tech,2,186052,35627.14,18605.2,167446.8,Inactive,03-11-2019,07-12-2024,4.06,80.76,27,ORD00503,08-10-2024,Mouse,Storage,19,56697,0.05,1023380.85,184208.55,839172.3,Returned,Cash,14,2,No,CUST1240,New,91240,320086,Yes,EMP0098,19,47,2
EMP0504,Ethan,Samra,43,Other,A-,charvi49@example.net,+91 7624284242,Mumbai,Maharashtra,East,601901,Operations,Manager,Morning,M.Tech,11,145844,19145.18,14584.4,131259.6,Inactive,22-02-2018,08-07-2021,3.43,87.77,30,ORD00504,22-05-2023,Phone,Networking,15,64287,0.14,829302.3,149274.41,680027.89,Shipped,Debit Card,3,2,No,CUST6476,Premium,285551,57994,No,EMP0093,12,34,2
EMP0505,Umang,Sheth,40,Other,B+,babuudarsh@example.net,+91 6720599003,Mumbai,Maharashtra,South,466232,Operations,Executive,General,B.Tech,11,170110,26630.04,17011,153099,Active,27-03-2023,12-04-2021,1.25,81.98,29,ORD00505,22-12-2024,Printer,Peripherals,2,42306,0.13,73612.44,13250.24,60362.2,Cancelled,UPI,1,4,No,CUST4461,Regular,195985,474396,No,EMP0023,17,20,8
EMP0506,Kala,Sharaf,22,Other,B+,mason28@example.net,+91 7839644162,Kochi,Kerala,East,775954,Sales,Lead,Evening,M.Tech,8,111009,7819.19,11100.9,99908.1,Resigned,24-10-2015,09-03-2023,4.77,86.27,29,ORD00506,18-01-2024,Phone,Electronics,16,68679,0.2,879091.2,158236.42,720854.78,Cancelled,Credit Card,1,3,Yes,CUST2498,Premium,351130,224931,Yes,EMP0079,6,59,1
EMP0507,Lajita,Solanki,49,Female,A+,issacnaksh@example.org,+91 7314329144,Mumbai,Maharashtra,North,417211,Marketing,Lead,Morning,M.Sc,5,107571,14957.45,10757.1,96813.9,Active,19-01-2015,18-09-2023,2.03,91.02,20,ORD00507,30-03-2023,Laptop,Storage,12,30307,0.28,261852.48,47133.45,214719.03,Returned,UPI,9,3,No,CUST4719,Regular,468092,327526,No,EMP0053,19,71,9
EMP0508,Tanvi,Date,30,Other,A-,yadavi42@example.org,+91 7609098500,Bangalore,Karnataka,South,562977,Finance,Senior Analyst,Evening,M.Tech,11,133036,7360.65,13303.6,119732.4,On Leave,05-07-2015,11-11-2021,2.41,86.84,19,ORD00508,17-02-2024,Keyboard,Accessories,16,15647,0.12,220309.76,39655.76,180654,Pending,Credit Card,8,3,No,CUST6897,VIP,184235,304736,Yes,EMP0044,5,53,8
